location,category,parentCategory,state,lat,lon,dateString,month,year,dayOfWeek,dayOfWeekNum,hour,minute,temperature
Flatiron Building,Landmarks and Monuments,Historical & Cultural,New York,40.7410861,-73.9896298241625,2018-06-21T04:37:33.000Z,6,2018,Thursday,3,0,37,21
Narada Falls,Natural Wonders,Nature & Outdoors,Washington,46.77502,-121.74614640000001,2018-06-21T03:14:46.000Z,6,2018,Wednesday,2,20,14,20
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-21T00:00:24.000Z,6,2018,Wednesday,2,17,0,20
Warner Bros. Studio Tour Hollywood,Entertainment,Entertainment & Culture,California,34.1519737,-118.3366125,2018-06-20T20:33:37.000Z,6,2018,Wednesday,2,13,33,20
"Seligman, Arizona",Historical,Historical & Cultural,Arizona,35.3253857,-112.8800235,2018-06-20T20:28:32.000Z,6,2018,Wednesday,2,13,28,20
Boston Logan International Airport,Airport,Travel & Transit,Massachusetts,42.3630236,-71.0134079867064,2018-06-20T18:29:36.000Z,6,2018,Wednesday,2,14,29,20
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2018-06-20T17:52:45.000Z,6,2018,Wednesday,2,10,52,20
Balboa Park,Natural attractions,Nature & Outdoors,California,37.72494875,-122.444804524152,2018-06-20T16:11:48.000Z,6,2018,Wednesday,2,9,11,20
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-20T15:31:45.000Z,6,2018,Wednesday,2,11,31,20
"Denver, Colorado",Cultural attractions and outdoors,Entertainment & Culture,Colorado,39.7392364,-104.9848623,2018-06-20T14:16:30.000Z,6,2018,Wednesday,2,8,16,20
Lincoln Park Zoo,Zoos,Entertainment & Culture,Illinois,41.9203614,-87.6330496758443,2018-06-20T13:48:51.000Z,6,2018,Wednesday,2,8,48,20
"Memphis, Tennessee",Music and Entertainment,Entertainment & Culture,Tennessee,35.1490215,-90.0516285,2018-06-20T13:22:04.000Z,6,2018,Wednesday,2,8,22,20
"31St Street, Midtown, Manhattan",Urban Area,Urban & Downtown,New York,40.7458561,-73.9843476,2018-06-20T13:02:17.000Z,6,2018,Wednesday,2,9,2,20
"Niagara Falls, New York",Natural attractions,Nature & Outdoors,New York,43.08436,-79.0614686,2018-06-20T12:05:26.000Z,6,2018,Wednesday,2,8,5,20
Universal Studios Hollywood,Entertainment,Entertainment & Culture,California,34.13917485,-118.35430470886,2018-06-20T10:50:12.000Z,6,2018,Wednesday,2,3,50,20
Utah,Travel and Transit,Travel & Transit,Utah,39.4225192,-111.7143584,2018-06-20T10:32:47.000Z,6,2018,Wednesday,2,4,32,20
"31St Street, Midtown, Manhattan",Urban Area,Urban & Downtown,New York,40.7458561,-73.9843476,2018-06-20T10:31:28.000Z,6,2018,Wednesday,2,6,31,20
"Yosemite National Park, USA",Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-20T07:26:36.000Z,6,2018,Wednesday,2,0,26,20
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2018-06-20T05:06:44.000Z,6,2018,Tuesday,1,22,6,19
"Niagara Falls, New York",Natural attractions,Nature & Outdoors,New York,43.08436,-79.0614686,2018-06-20T03:02:52.000Z,6,2018,Tuesday,1,23,2,19
"Newport Beach, California",Beach and luxury,Beach & Waterfront,California,33.6170092,-117.9294401,2018-06-20T01:36:27.000Z,6,2018,Tuesday,1,18,36,19
"Salton Sea Beach, California",Natural attractions,Nature & Outdoors,California,33.377032,-116.01269452649099,2018-06-20T01:15:10.000Z,6,2018,Tuesday,1,18,15,19
Empire State Building,Attractions,Tourist Attractions,New York,40.7484284,-73.9856546198733,2018-06-20T00:54:18.000Z,6,2018,Tuesday,1,20,54,19
Chrysler Building,Landmarks and Monuments,Historical & Cultural,New York,40.75160275,-73.9753440635221,2018-06-20T00:49:17.000Z,6,2018,Tuesday,1,20,49,19
Chrysler Building,Landmarks and Monuments,Historical & Cultural,New York,40.75160275,-73.9753440635221,2018-06-20T00:45:56.000Z,6,2018,Tuesday,1,20,45,19
North Beach Park,Beaches,Beach & Waterfront,Maryland,38.7156738,-76.5288446,2018-06-19T23:19:27.000Z,6,2018,Tuesday,1,19,19,19
"Detroit, Michigan",Urban Attractions,Urban & Downtown,Michigan,42.3315509,-83.0466403,2018-06-19T23:04:45.000Z,6,2018,Tuesday,1,19,4,19
Ghirardelli Square,Shopping,Shopping & Dining,California,37.80588115,-122.42294565,2018-06-19T22:56:44.000Z,6,2018,Tuesday,1,15,56,19
Carson Kitchen,Dining,Shopping & Dining,Nevada,39.138599,-119.75246399999999,2018-06-19T22:05:47.000Z,6,2018,Tuesday,1,15,5,19
Disneyland,Theme parks,Amusement & Theme Parks,California,33.8136476,-117.919715699477,2018-06-19T21:41:39.000Z,6,2018,Tuesday,1,14,41,19
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2018-06-19T20:20:11.000Z,6,2018,Tuesday,1,13,20,19
"Big Sur, California",Natural attractions,Nature & Outdoors,California,36.270241,-121.8074545,2018-06-19T16:27:05.000Z,6,2018,Tuesday,1,9,27,19
Yosemite National Park,Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-19T14:26:58.000Z,6,2018,Tuesday,1,7,26,19
"Santa Monica, California",Beach and boardwalk,Beach & Waterfront,California,34.0250724,-118.4965129,2018-06-19T13:35:00.000Z,6,2018,Tuesday,1,6,35,19
Illinois,Travel and Transit,Travel & Transit,Illinois,40.0796606,-89.4337288,2018-06-19T13:26:09.000Z,6,2018,Tuesday,1,8,26,19
Universal Studios Hollywood,Entertainment,Entertainment & Culture,California,34.13917485,-118.35430470886,2018-06-19T13:20:52.000Z,6,2018,Tuesday,1,6,20,19
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-19T11:20:10.000Z,6,2018,Tuesday,1,7,20,19
Griffith Observatory,Attractions,Tourist Attractions,California,34.11821875,-118.300293321966,2018-06-19T10:47:41.000Z,6,2018,Tuesday,1,3,47,19
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-19T07:24:19.000Z,6,2018,Tuesday,1,0,24,19
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-19T07:20:32.000Z,6,2018,Tuesday,1,0,20,19
Horseshoe Bend,Natural attractions,Nature & Outdoors,Arizona,36.880453,-111.5161335,2018-06-19T06:17:38.000Z,6,2018,Monday,0,23,17,18
"Saint Paul, Minnesota",Urban Attractions,Urban & Downtown,Minnesota,44.9504037,-93.1015026,2018-06-19T04:51:36.000Z,6,2018,Monday,0,23,51,18
Space Needle,Landmarks and Monuments,Historical & Cultural,Washington,47.6205131,-122.349303598832,2018-06-19T03:56:57.000Z,6,2018,Monday,0,20,56,18
"DUMBO, Brooklyn",Attractions,Tourist Attractions,New York,40.7029052,-73.9901167,2018-06-19T03:36:38.000Z,6,2018,Monday,0,23,36,18
"Universal City, California",Theme parks,Amusement & Theme Parks,California,34.1412926,-118.3584364,2018-06-19T02:57:55.000Z,6,2018,Monday,0,19,57,18
"Santa Monica, California",Beach and boardwalk,Beach & Waterfront,California,34.0250724,-118.4965129,2018-06-19T02:05:18.000Z,6,2018,Monday,0,19,5,18
Palace of Fine Arts Theatre,Landmarks and Monuments,Historical & Cultural,California,37.80275165,-122.451219994412,2018-06-19T01:41:28.000Z,6,2018,Monday,0,18,41,18
"Seligman, Arizona",Historical,Historical & Cultural,Arizona,35.3253857,-112.8800235,2018-06-19T01:35:26.000Z,6,2018,Monday,0,18,35,18
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-19T01:13:29.000Z,6,2018,Monday,0,18,13,18
"Seattle, Washington",Cultural attractions and outdoors,Entertainment & Culture,Washington,47.6038321,-122.3300624,2018-06-18T22:47:33.000Z,6,2018,Monday,0,15,47,18
"Miami Beach, Florida",Beach and nightlife,Beach & Waterfront,Florida,25.7929198,-80.1353006,2018-06-18T21:55:05.000Z,6,2018,Monday,0,17,55,18
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-18T20:45:55.000Z,6,2018,Monday,0,13,45,18
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-18T20:43:54.000Z,6,2018,Monday,0,13,43,18
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2018-06-18T20:07:00.000Z,6,2018,Monday,0,13,7,18
Horseshoe Bend,Natural attractions,Nature & Outdoors,Arizona,36.880453,-111.5161335,2018-06-18T20:02:08.000Z,6,2018,Monday,0,13,2,18
Horseshoe Bend,Natural attractions,Nature & Outdoors,Arizona,36.880453,-111.5161335,2018-06-18T19:59:46.000Z,6,2018,Monday,0,12,59,18
"Financial District, Manhattan",Urban Area,Urban & Downtown,New York,40.7076124,-74.009378,2018-06-18T19:39:34.000Z,6,2018,Monday,0,15,39,18
In-N-Out Burger,Dining,Shopping & Dining,California,37.6996265,-121.0676013,2018-06-18T17:59:28.000Z,6,2018,Monday,0,10,59,18
Chicago Midway International Airport,Airport,Travel & Transit,Illinois,41.78544375,-87.7508262040161,2018-06-18T17:36:06.000Z,6,2018,Monday,0,12,36,18
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2018-06-18T17:35:56.000Z,6,2018,Monday,0,10,35,18
"Jamaica, New York",Urban Attractions,Urban & Downtown,New York,40.6914852,-73.8056771,2018-06-18T17:26:59.000Z,6,2018,Monday,0,13,26,18
"Seligman, Arizona",Historical,Historical & Cultural,Arizona,35.3253857,-112.8800235,2018-06-18T17:10:05.000Z,6,2018,Monday,0,10,10,18
"Seligman, Arizona",Historical,Historical & Cultural,Arizona,35.3253857,-112.8800235,2018-06-18T17:06:49.000Z,6,2018,Monday,0,10,6,18
Santa Monica Pier,Beaches,Beach & Waterfront,California,34.0104863,-118.4960635,2018-06-18T16:24:39.000Z,6,2018,Monday,0,9,24,18
"Badwater, California",Natural attractions,Nature & Outdoors,California,36.2296742,-116.7669939,2018-06-18T15:50:23.000Z,6,2018,Monday,0,8,50,18
"Detroit, Michigan",Urban Attractions,Urban & Downtown,Michigan,42.3315509,-83.0466403,2018-06-18T15:09:29.000Z,6,2018,Monday,0,11,9,18
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-18T14:40:12.000Z,6,2018,Monday,0,7,40,18
"Downtown San Francisco, California",Urban Attractions,Urban & Downtown,California,37.7875138,-122.40715900000001,2018-06-18T14:28:03.000Z,6,2018,Monday,0,7,28,18
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-18T12:20:46.000Z,6,2018,Monday,0,8,20,18
"Yosemite National Park, USA",Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-18T12:05:26.000Z,6,2018,Monday,0,5,5,18
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-18T09:53:59.000Z,6,2018,Monday,0,5,53,18
W New York - Times Square,Hotels and Resorts,Travel & Hospitality,New York,40.75698395,-73.9862656094672,2018-06-18T09:33:33.000Z,6,2018,Monday,0,5,33,18
Lewisville Lake,Water Activities,Nature & Outdoors,Texas,33.15072365,-97.0034736272769,2018-06-18T05:22:18.000Z,6,2018,Monday,0,0,22,18
Arts District Los Angeles,Cultural attractions,Entertainment & Culture,California,34.041238899999996,-118.2344503,2018-06-18T04:59:11.000Z,6,2018,Sunday,6,21,59,17
Massachusetts,Travel and Transit,Travel & Transit,Massachusetts,42.3788774,-72.032366,2018-06-18T03:40:49.000Z,6,2018,Sunday,6,23,40,17
Statue of Liberty National Monument,Attractions,Tourist Attractions,New York,40.68981375,-74.0451390334562,2018-06-18T03:18:17.000Z,6,2018,Sunday,6,23,18,17
"Los Angeles, California",Entertainment and cultural attractions,Entertainment & Culture,California,34.0536909,-118.2427666,2018-06-18T02:48:57.000Z,6,2018,Sunday,6,19,48,17
Arts District Los Angeles,Cultural attractions,Entertainment & Culture,California,34.041238899999996,-118.2344503,2018-06-18T02:36:36.000Z,6,2018,Sunday,6,19,36,17
The Broad,Museums,Education & Culture,Georgia,33.9470643,-82.7065262,2018-06-18T02:17:20.000Z,6,2018,Sunday,6,22,17,17
Disney's Hollywood Studios,Entertainment,Entertainment & Culture,Florida,28.3572521,-81.5606174711873,2018-06-18T01:21:55.000Z,6,2018,Sunday,6,21,21,17
"Santa Monica, California",Beach and boardwalk,Beach & Waterfront,California,34.0250724,-118.4965129,2018-06-18T01:10:44.000Z,6,2018,Sunday,6,18,10,17
Los Angeles International Airport,Airport,Travel & Transit,California,33.94216755,-118.421376298728,2018-06-18T00:53:05.000Z,6,2018,Sunday,6,17,53,17
Grand Canyon South Rim,Natural attractions,Nature & Outdoors,Arizona,36.0657643,-112.1179795,2018-06-18T00:38:09.000Z,6,2018,Sunday,6,17,38,17
Grand Canyon South Rim,Natural attractions,Nature & Outdoors,Arizona,36.0657643,-112.1179795,2018-06-18T00:35:43.000Z,6,2018,Sunday,6,17,35,17
Grand Canyon South Rim,Natural attractions,Nature & Outdoors,Arizona,36.0657643,-112.1179795,2018-06-18T00:18:32.000Z,6,2018,Sunday,6,17,18,17
"Hoboken, New Jersey",Residential and cultural attractions,Residential,New Jersey,40.7433066,-74.0323752,2018-06-18T00:03:33.000Z,6,2018,Sunday,6,20,3,17
New York City - Manhattan - Nyc,Urban Attractions,Urban & Downtown,New York,40.73926685,-73.9753598184537,2018-06-17T23:56:11.000Z,6,2018,Sunday,6,19,56,17
The Venetian Resort Las Vegas,Hotels and Resorts,Travel & Hospitality,Nevada,36.183938,-115.320301,2018-06-17T20:05:30.000Z,6,2018,Sunday,6,13,5,17
Arches National Park,Natural attractions,Nature & Outdoors,Utah,38.7315573,-109.563027817151,2018-06-17T23:11:58.000Z,6,2018,Sunday,6,17,11,17
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2018-06-17T21:03:24.000Z,6,2018,Sunday,6,14,3,17
"Frankfort, Kentucky",Urban Attractions,Urban & Downtown,Kentucky,38.2009055,-84.8732836,2018-06-17T20:56:17.000Z,6,2018,Sunday,6,16,56,17
"Los Angeles, California",Entertainment and cultural attractions,Entertainment & Culture,California,34.0536909,-118.2427666,2018-06-17T19:52:48.000Z,6,2018,Sunday,6,12,52,17
Grand Canyon National Park,Natural attractions,Nature & Outdoors,Arizona,36.30785475,-112.292896037024,2018-06-17T18:52:08.000Z,6,2018,Sunday,6,11,52,17
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-17T18:12:02.000Z,6,2018,Sunday,6,14,12,17
Central Park,Parks and Gardens,Nature & Outdoors,New York,40.7838476,-73.9645715841571,2018-06-17T18:00:41.000Z,6,2018,Sunday,6,14,0,17
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-17T18:00:33.000Z,6,2018,Sunday,6,14,0,17
"San Diego, California",Beach and outdoors,Beach & Waterfront,California,32.7174209,-117.1627714,2018-06-17T17:39:53.000Z,6,2018,Sunday,6,10,39,17
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-17T16:40:11.000Z,6,2018,Sunday,6,12,40,17
"Long Beach Island, NJ",Beaches,Beach & Waterfront,New Jersey,39.6362606,-74.1847674083909,2018-06-17T14:30:17.000Z,6,2018,Sunday,6,10,30,17
"New Orleans, Louisiana",Cultural attractions and nightlife,Entertainment & Culture,Louisiana,29.9499323,-90.0701156,2018-06-17T11:57:01.000Z,6,2018,Sunday,6,6,57,17
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2018-06-17T09:59:00.000Z,6,2018,Sunday,6,2,59,17
"North Beach, San Francisco",Beaches,Beach & Waterfront,California,37.8011749,-122.4090021,2018-06-17T07:43:09.000Z,6,2018,Sunday,6,0,43,17
Urban Light,Art and Culture,Entertainment & Culture,California,34.0630508,-118.3592066,2018-06-17T07:19:15.000Z,6,2018,Sunday,6,0,19,17
Grand Canyon National Park,Natural attractions,Nature & Outdoors,Arizona,36.30785475,-112.292896037024,2018-06-17T06:46:16.000Z,6,2018,Saturday,5,23,46,16
"Coronado Beach, San Diego",Beaches,Beach & Waterfront,California,32.6834758,-117.185742184956,2018-06-17T06:43:27.000Z,6,2018,Saturday,5,23,43,16
Eagle Mountain Lake,Water Activities,Nature & Outdoors,Texas,32.94405985,-97.5114677381369,2018-06-17T04:50:00.000Z,6,2018,Saturday,5,23,50,16
Universal Studios Hollywood,Entertainment,Entertainment & Culture,California,34.13917485,-118.35430470886,2018-06-17T04:34:03.000Z,6,2018,Saturday,5,21,34,16
"Los Angeles, California",Entertainment and cultural attractions,Entertainment & Culture,California,34.0536909,-118.2427666,2018-06-17T03:41:55.000Z,6,2018,Saturday,5,20,41,16
"Niagara Falls State Park, USA",Natural attractions,Nature & Outdoors,New York,43.08095235,-79.0683018724647,2018-06-17T03:25:15.000Z,6,2018,Saturday,5,23,25,16
Grand Canyon National Park,Natural attractions,Nature & Outdoors,Arizona,36.30785475,-112.292896037024,2018-06-17T02:41:42.000Z,6,2018,Saturday,5,19,41,16
"Minneapolis, Minnesota",Urban Attractions,Urban & Downtown,Minnesota,44.9706705,-93.268217735811,2018-06-17T01:04:01.000Z,6,2018,Saturday,5,20,4,16
"Orlando, Florida",Theme parks,Amusement & Theme Parks,Florida,28.5421097,-81.3790388,2018-06-17T00:44:21.000Z,6,2018,Saturday,5,20,44,16
"Seattle, Washington",Cultural attractions and outdoors,Entertainment & Culture,Washington,47.6038321,-122.3300624,2018-06-17T00:39:39.000Z,6,2018,Saturday,5,17,39,16
"Embarcadero, California",Urban Attractions,Urban & Downtown,California,37.7928637,-122.396912,2018-06-16T21:30:04.000Z,6,2018,Saturday,5,14,30,16
"Los Angeles, California",Entertainment and cultural attractions,Entertainment & Culture,California,34.0536909,-118.2427666,2018-06-16T21:28:12.000Z,6,2018,Saturday,5,14,28,16
"Seattle, Washington",Cultural attractions and outdoors,Entertainment & Culture,Washington,47.6038321,-122.3300624,2018-06-16T21:21:21.000Z,6,2018,Saturday,5,14,21,16
"Manhattan, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7896239,-73.9598939,2018-06-16T20:54:13.000Z,6,2018,Saturday,5,16,54,16
Death Valley National Park,Natural attractions,Nature & Outdoors,California,36.4914385,-117.102293607719,2018-06-16T19:58:19.000Z,6,2018,Saturday,5,12,58,16
Hollywood Sign,Attractions,Tourist Attractions,California,34.1340991,-118.3216523,2018-06-16T19:04:14.000Z,6,2018,Saturday,5,12,4,16
Yosemite National Park,Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-16T15:58:30.000Z,6,2018,Saturday,5,8,58,16
Chinese Theatre Hollywood,Cultural attractions,Entertainment & Culture,California,34.10207295,-118.340951323681,2018-06-16T13:27:16.000Z,6,2018,Saturday,5,6,27,16
Yosemite National Park,Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-16T13:17:37.000Z,6,2018,Saturday,5,6,17,16
"New Orleans, Louisiana",Cultural attractions and nightlife,Entertainment & Culture,Louisiana,29.9499323,-90.0701156,2018-06-16T12:20:26.000Z,6,2018,Saturday,5,7,20,16
Warner Bros. Studio Tour Hollywood,Entertainment,Entertainment & Culture,California,34.1519737,-118.3366125,2018-06-16T06:55:39.000Z,6,2018,Friday,4,23,55,15
Santa Monica Pier,Beaches,Beach & Waterfront,California,34.0104863,-118.4960635,2018-06-16T06:20:25.000Z,6,2018,Friday,4,23,20,15
Brooklyn Bridge,Landmarks and Monuments,Historical & Cultural,New York,40.7010428,-73.9903534,2018-06-16T04:06:06.000Z,6,2018,Saturday,5,0,6,16
Millennium Park,Parks,Nature & Outdoors,Illinois,41.8825572,-87.6225003045427,2018-06-16T03:02:56.000Z,6,2018,Friday,4,22,2,15
"Los Angeles, California",Entertainment and cultural attractions,Entertainment & Culture,California,34.0536909,-118.2427666,2018-06-16T02:42:20.000Z,6,2018,Friday,4,19,42,15
Yosemite National Park,Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-16T01:23:34.000Z,6,2018,Friday,4,18,23,15
"Portland, Oregon",Cultural attractions and outdoors,Entertainment & Culture,Oregon,45.5202471,-122.6741949,2018-06-16T00:38:25.000Z,6,2018,Friday,4,17,38,15
"Houston, Texas",Urban Attractions,Urban & Downtown,Texas,29.7589382,-95.3676974,2018-06-16T00:10:43.000Z,6,2018,Friday,4,19,10,15
"New York, Central Park",Urban Park,Parks & Recreation,New York,40.7838476,-73.9645715841571,2018-06-15T22:18:53.000Z,6,2018,Friday,4,18,18,15
"Los Angeles, California",Entertainment and cultural attractions,Entertainment & Culture,California,34.0536909,-118.2427666,2018-06-15T21:12:15.000Z,6,2018,Friday,4,14,12,15
"SoHo, Manhattan",Attractions,Tourist Attractions,New York,40.72288,-73.9987505,2018-06-15T17:28:28.000Z,6,2018,Friday,4,13,28,15
"Financial District, San Francisco",Urban Area,Urban & Downtown,California,37.7936467,-122.3989378,2018-06-15T16:24:11.000Z,6,2018,Friday,4,9,24,15
Golden Gate Park,Natural attractions,Nature & Outdoors,California,37.7693681,-122.482183711177,2018-06-15T14:01:53.000Z,6,2018,Friday,4,7,1,15
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-15T13:30:10.000Z,6,2018,Friday,4,9,30,15
"Portland, Oregon",Cultural attractions and outdoors,Entertainment & Culture,Oregon,45.5202471,-122.6741949,2018-06-15T12:38:58.000Z,6,2018,Friday,4,5,38,15
"Chicago, Illinois",Cultural attractions and landmarks,Entertainment & Culture,Illinois,41.8755616,-87.6244212,2018-06-15T12:31:13.000Z,6,2018,Friday,4,7,31,15
"Philadelphia, Pennsylvania",Cultural attractions and landmarks,Entertainment & Culture,Pennsylvania,39.9527237,-75.1635262,2018-06-15T11:49:20.000Z,6,2018,Friday,4,7,49,15
Griffith Observatory,Attractions,Tourist Attractions,California,34.11821875,-118.300293321966,2018-06-15T11:42:43.000Z,6,2018,Friday,4,4,42,15
Yosemite National Park,Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-15T11:26:59.000Z,6,2018,Friday,4,4,26,15
"Mountain Top, Pennsylvania",Natural attractions,Nature & Outdoors,Pennsylvania,41.1224535,-75.96386095989008,2018-06-15T09:49:33.000Z,6,2018,Friday,4,5,49,15
Hollywood Walk of Fame,Attractions,Tourist Attractions,California,34.1016624,-118.3418479,2018-06-15T07:49:19.000Z,6,2018,Friday,4,0,49,15
"Portland, Oregon",Cultural attractions and outdoors,Entertainment & Culture,Oregon,45.5202471,-122.6741949,2018-06-15T05:20:02.000Z,6,2018,Thursday,3,22,20,14
Grand Canyon South Rim,Natural attractions,Nature & Outdoors,Arizona,36.0657643,-112.1179795,2018-06-15T03:49:26.000Z,6,2018,Thursday,3,20,49,14
Universal Orlando Resort,Attractions,Tourist Attractions,Florida,28.47086385,-81.4678007930985,2018-06-15T03:01:59.000Z,6,2018,Thursday,3,23,1,14
"Golden Gate,San Francisco",Landmarks and Monuments,Historical & Cultural,California,37.8302731,-122.4798443,2018-06-15T02:21:27.000Z,6,2018,Thursday,3,19,21,14
Minnesota,Travel and Transit,Travel & Transit,Minnesota,45.9896587,-94.6113288,2018-06-15T02:13:14.000Z,6,2018,Thursday,3,21,13,14
Hollywood Sign,Attractions,Tourist Attractions,California,34.1340991,-118.3216523,2018-06-15T00:39:21.000Z,6,2018,Thursday,3,17,39,14
"Wichita Falls, Texas",Urban Attractions,Urban & Downtown,Texas,33.913708500000006,-98.49338730000001,2018-06-14T23:35:31.000Z,6,2018,Thursday,3,18,35,14
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2018-06-14T22:04:36.000Z,6,2018,Thursday,3,18,4,14
"Times Square, New York City",Attractions,Tourist Attractions,New York,40.75728055,-73.9858550354592,2018-06-14T21:27:34.000Z,6,2018,Thursday,3,17,27,14
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2018-06-14T21:27:17.000Z,6,2018,Thursday,3,14,27,14
"Branson, Missouri",Urban Attractions,Urban & Downtown,Missouri,36.6411357,-93.2175285,2018-06-14T20:42:06.000Z,6,2018,Thursday,3,15,42,14
La Jolla Cove,Beach,Beach & Waterfront,Texas,32.020294,-102.162474,2018-06-14T17:35:49.000Z,6,2018,Thursday,3,12,35,14
"Beverly Hills, California",Luxury shopping and entertainment,Entertainment & Culture,California,34.0696501,-118.3963062,2018-06-14T16:51:18.000Z,6,2018,Thursday,3,9,51,14
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2018-06-14T14:44:27.000Z,6,2018,Thursday,3,7,44,14
"Yosemite National Park, USA",Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-14T13:49:23.000Z,6,2018,Thursday,3,6,49,14
The Cheesecake Factory,Dining,Shopping & Dining,Arizona,33.6332898,-112.2361287,2018-06-14T06:58:32.000Z,6,2018,Wednesday,2,23,58,13
Nevada,Travel and Transit,Travel & Transit,Nevada,39.5158825,-116.8537227,2018-06-14T06:44:33.000Z,6,2018,Wednesday,2,23,44,13
Arizona,Travel and Transit,Travel & Transit,Arizona,34.395342,-111.7632755,2018-06-14T05:59:21.000Z,6,2018,Wednesday,2,22,59,13
"Manhattan Beach, California",Beaches,Beach & Waterfront,California,33.8915985,-118.3951241,2018-06-14T05:25:51.000Z,6,2018,Wednesday,2,22,25,13
"Chicago, Illinois",Cultural attractions and landmarks,Entertainment & Culture,Illinois,41.8755616,-87.6244212,2018-06-14T03:45:07.000Z,6,2018,Wednesday,2,22,45,13
Zion National Park,Natural attractions,Nature & Outdoors,Utah,37.320774,-113.004847586525,2018-06-14T03:10:06.000Z,6,2018,Wednesday,2,21,10,13
"Mojave, California",Natural attractions,Nature & Outdoors,California,35.0524699,-118.1739645,2018-06-13T19:36:33.000Z,6,2018,Wednesday,2,12,36,13
Millennium Park,Parks,Nature & Outdoors,Illinois,41.8825572,-87.6225003045427,2018-06-13T18:54:51.000Z,6,2018,Wednesday,2,13,54,13
"Manhattan, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7896239,-73.9598939,2018-06-13T17:35:42.000Z,6,2018,Wednesday,2,13,35,13
"Charlotte, North Carolina",Urban Attractions,Urban & Downtown,North Carolina,35.2270869,-80.8431268,2018-06-13T13:57:15.000Z,6,2018,Wednesday,2,9,57,13
Disney Springs,Attractions,Tourist Attractions,Florida,28.3711613,-81.5183685546346,2018-06-13T13:34:19.000Z,6,2018,Wednesday,2,9,34,13
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2018-06-13T11:20:17.000Z,6,2018,Wednesday,2,4,20,13
Yosemite National Park,Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2018-06-13T11:04:40.000Z,6,2018,Wednesday,2,4,4,13
"San Diego, California",Beach and outdoors,Beach & Waterfront,California,32.7174209,-117.1627714,2018-06-13T07:35:57.000Z,6,2018,Wednesday,2,0,35,13
