"Chattanooga, Tennessee","Urban Attractions"
"Madison, Mississippi","Residential"
"Brady, Texas","Residential"
"Coos Bay, Oregon","Beaches"
"Hawley, Pennsylvania","Residential"
"Wingdale, New York","Residential"
"Palm City, Florida","Residential"
"Mayville, New York","Residential"
"Oceano, California","Beaches"
"Beach Haven, New Jersey","Beaches"
"Gales Creek, Oregon","Residential"
"Lemont, Illinois","Residential"
"Essex, Connecticut","Beaches"
"Garner, Iowa","Residential"
"New York City, USA","Urban Attractions"
"Tybee Island, Georgia","Beaches"
"Cape Coral, Florida","Beaches"
"Seaside Heights, New Jersey","Beaches"
"City of Mesquite, Nevada","Residential"
"Hillsborough, New Jersey","Residential"
"Morton Grove, Illinois","Residential"
"Miami, Oklahoma","Residential"
"Birmingham, Alabama","Urban Attractions"
"Disneyland L.A.,California","Amusement Parks"
"Marin City, California","Residential"
"Rochester, Michigan","Residential"
"Toms River, New Jersey","Residential"
"Island Heights, New Jersey","Beaches"
"Visalia, California","Residential"
"Pompton Plains, New Jersey","Residential"
"Haines Falls, New York","Natural Attractions"
"Rocky Mountain National Park, Colorado","Natural Attractions"
"Bodega Bay, California","Beaches"
"Bexley, Ohio","Residential"
"La Palma, California","Residential"
"The Pub Orlando Point, Florida","Urban Attractions"
"Natick, Massachusetts","Residential"
"Norwell, Massachusetts","Residential"
"Lafitte, Louisiana","Historical"
"Kimberly, Idaho","Residential"
"Irvine, California","Residential"
"Lyons, Colorado","Residential"
"Nyack, New York","Residential"
"Allston, Massachusetts","Residential"
"Sterling, Virginia","Residential"
"Boise, Idaho","Urban Attractions"
"Guilderland, New York","Residential"
"Laughlin, Nevada","Casinos"
"Palm Desert, California","Beaches"
"Venetia, Pennsylvania","Residential"
"University Of Berkeley, California","Educational"
"Centralia, Pennsylvania","Historical"
"Swampscott, Massachusetts","Residential"
"Bal Harbour, Florida","Beaches"
"Havre de Grace, Maryland","Historical"
"New York City, Bronx","Urban Attractions"
"Meriden, Connecticut","Residential"
"Pass-A-Grille Beach, Florida","Beaches"
"Medford, Oregon","Residential"
"St. George, Utah","Natural Attractions"
"Brookings, South Dakota","Residential"
"Takoma Park, Maryland","Residential"
"30 Rockefeller Plaza, New York City","Urban Attractions"
"Dunedin, Florida","Beaches"
"Carson City, Nevada","Urban Attractions"
"Virginia City, Nevada","Historical"
"Lovelock, Nevada","Residential"
"Winnemucca, Nevada","Residential"
"Morrisville, Vermont","Residential"
"Orange County, California","Urban Attractions"
"Little Italy, New York City","Urban Attractions"
"Helper, Utah","Residential"
"Millersville, Maryland","Residential"
"Idaho Springs, Colorado","Natural Attractions"
"Newtown, Connecticut","Residential"
"Cheyenne Mountain Zoo, Colorado","Amusement Parks"
"Yorktown, Virginia","Historical"
"Mahwah, New Jersey","Residential"
"Queen Creek, Arizona","Residential"
"Pompano Beach, Florida","Beaches"
"Lucia, California","Beaches"
"New Boston, New Hampshire","Residential"
"Wood-Ridge, New Jersey","Residential"
"Dove Creek, Colorado","Natural Attractions"
"Bergenfield, New Jersey","Residential"
"Coral Springs, Florida","Residential"
"Hitchcock, Texas","Residential"
"Chain of Rocks, Missouri","Urban Attractions"
"Four Corners, Texas","Residential"
"Santa Fe, Texas","Residential"
"Woburn, Massachusetts","Residential"
"Pontiac, Illinois","Residential"
"Time's Square, New York","Urban Attractions"
"The Woodlands, Texas","Residential"
"Millbrae, California","Residential"
"Marion, Indiana","Residential"
"Long Beach, New Jersey","Beaches"
"Matthews, Indiana","Residential"
"Whittier, California","Residential"
"Philipp, Mississippi","Residential"
"Carlsbad, California","Beaches"
"Tustin, California","Residential"
"Destin, Florida","Beaches"
"Delano, California","Residential"
"Lexington, Massachusetts","Residential"
"New York City Town Hall, New York","Urban Attractions"
"Redwood National Park, Oregon","Natural Attractions"
"New York City Manhattan Harlem, New York","Urban Attractions"
"Antelope Canyon, Arizona","Natural Attractions"
"Grand Canyon National Park, Arizona","Natural Attractions"
"Horseshoe Bend, Arizona","Natural Attractions"
"Grand Canyon Skywalk, Arizona","Natural Attractions"
"Grand Canyon, Arizona","Natural Attractions"
"Brooklyn Bridge, New York","Urban Attractions"
"Golden Gate Bridge, San Francisco, California","Urban Attractions"
"Fort Lauderdale Beach, Florida","Beaches"
"Death Valley, Nevada","Natural Attractions"
"Ocean Drive, South Beach, Florida","Beaches"
"Yosemite Valley, California","Natural Attractions"
"Lake Merritt, California","Urban Attractions"
"Golden Gate Bridge San Francisco, California, USA","Urban Attractions"
"Monument Valley, Utah","Natural Attractions"
"Yosemite National Park, USA","Natural Attractions"
"Golden Gate Bridge, San Francisco, California","Urban Attractions"
"Carlsbad Caverns National Park, New Mexico","Natural Attractions"
"White Sands National Monument, New Mexico","Natural Attractions"
"Roosevelt Island Tramway, New York","Urban Attractions"
"South Beach, Miami, Florida","Beaches"
"Joshua Tree National Park, California","Natural Attractions"
"Corona del Mar State Beach, California","Beaches"
"Seneca Lake, New York","Natural Attractions"
"Brooklyn Bridge Park, New York","Urban Attractions"
"Death Valley National Park, Nevada","Natural Attractions"
"Central Park, New York","Urban Attractions"
"San Antonio Riverwalk, Texas","Urban Attractions"
"South Pointe Beach, Florida","Beaches"
"Hudson River, New York","Urban Attractions"
"Redwood National and State Parks, California","Natural Attractions"
"Grand Canyon West, Arizona","Natural Attractions"
"Lake Tahoe, California","Natural Attractions"
"Lake Powell, Arizona","Natural Attractions"
"Zion National Park, Utah","Natural Attractions"
"Stonesteps Beach, California","Beaches"
"Grand Canyon South Rim, Arizona","Natural Attractions"
"Lower Antelope Canyon, Arizona","Natural Attractions"
"Yosemite National Park, California, USA","Natural Attractions"
"Rocky Mountain National Park, Colorado","Natural Attractions"
"Valley of Fire State Park, Nevada","Natural Attractions"
"Taughannock Falls State Park, New York","Natural Attractions"
"Emerald Bay State Park, California","Natural Attractions"
"Central Park East New York, New York","Urban Attractions"
"Yellowstone National Park, Wyoming","Natural Attractions"
"Lake Conway, Arkansas","Natural Attractions"
"Niagara Falls USA Side, New York","Natural Attractions"
"Benjamin Franklin Bridge, Pennsylvania","Urban Attractions"
"Santa Monica Beach, California","Beaches"
"Fort Clinch State Park, Florida","Natural Attractions"
"Grand Canyon West - Airport, Arizona","Natural Attractions"
"Monument Valley Navajo Tribal Park, Utah","Natural Attractions"
"Death Valley, California","Natural Attractions"
"Grand Teton National Park, Wyoming","Natural Attractions"
"Hopi Point, Grand Canyon, Arizona","Natural Attractions"
"Belmar Beach, New Jersey","Beaches"
"Grand Teton National Park, Wyoming","Natural Attractions"
"Silver Lake, Los Angeles, California","Urban Attractions"
"Faena Miami Beach, Florida","Beaches"
"Bryant Park, 42nd St, Manhattan, New York","Urban Attractions"
"Niagara Falls State Park, USA","Natural Attractions"
"Lake Mead Overlook, Nevada","Natural Attractions"
"Red Rock Canyon State Park, Nevada","Natural Attractions"
"Riegelsville Bridge, Pennsylvania","Urban Attractions"
"Laguna Beach - Sun and Fun!, California","Beaches"
"Bryce Canyon National Park, Utah","Natural Attractions"
"Grand Canyon, Arizona, United States","Natural Attractions"
"Virginia Key Beach, Florida","Beaches"
"Manhattan Bridge, New York","Urban Attractions"
"Weeping Rock, Zion National Park, Utah","Natural Attractions"
"Lake Cachuma, California","Natural Attractions"
"Holocaust Memorial Miami Beach, Florida","Historical"
"Arches National Park, Utah","Natural Attractions"
"La Jolla Beach San Diego, California","Beaches"
"Potomac River, Washington DC","Natural Attractions"
"Monument Valley Park, Utah","Natural Attractions"
"Canyonlands National Park, Utah","Natural Attractions"
"Pfeiffer Beach, Big Sur, California","Beaches"
"Chadwick Lake, New York","Natural Attractions"
"Malibu Beach, California","Beaches"
"Bean Hollow State Beach, California","Beaches"
"Pfeiffer Beach, California","Beaches"
"Grand Canyon, Arizona","Natural Attractions"
"White River National Forest, Colorado","Natural Attractions"
"Colorado River, Arizona","Natural Attractions"
"Brooklyn Bridge Park (Pier 5), New York","Urban Attractions"
"Miami Beach-North Beach, Florida","Beaches"
"Horseshoe Bend Overlook, Arizona","Natural Attractions"
"Mount San Jacinto State Park, California","Natural Attractions"
"Ocean Beach, California","Beaches"
"Malibu Beach Pier, California","Beaches"
"Denver Botanic Gardens, Colorado","Urban Attractions"
"Everglades National Park, Florida","Natural Attractions"
"Death Valley (Tiger Stadium), Nevada","Natural Attractions"
"Ft Lauderdale Beach, Florida","Beaches"
"Baker Beach, California","Beaches"
"Tenaya Lake, California","Natural Attractions"
"Niagara Falls USA, New York","Natural Attractions"
"Siesta Lake, California","Natural Attractions"
"Harriman State Park, New York","Natural Attractions"
"Yellowstone National Park Lovers, Wyoming","Natural Attractions"
"Mount Rainier National Park, Washington","Natural Attractions"
"Cub Lake Trail, Colorado","Natural Attractions"
"Shenandoah National Park, Virginia","Natural Attractions"
"Muscle Beach Venice, California","Beaches"
"Pfeiffer Big Sur State Park, California","Natural Attractions"
"Petrified Forest National Park, Arizona","Natural Attractions"
"Bixby Creek Bridge, California","Urban Attractions"
"Yosemite View Lodge, California","Natural Attractions"
"Pictured Rocks National Lakeshore, Michigan","Natural Attractions"
"Strawberry Fields, Central Park, New York","Urban Attractions"
"Desert Botanical Garden, Arizona","Natural Attractions"
"Spanish River Church, Florida","Urban Attractions"
"Crissy Field Beach, California","Beaches"
"Central Park, New York","Urban Attractions"
"Lake Lawn Resort, Wisconsin","Beaches"
"Bradford Beach, Milwaukee, Wisconsin","Beaches"
"Grand Canyon North Rim, Arizona","Natural Attractions"
"Grand Canyon Western Ranch, Arizona","Natural Attractions"
"Badwater Basin, California","Natural Attractions"
"1 Hotel Brooklyn Bridge, New York","Urban Attractions"
"Humboldt Lagoons State Park, California","Natural Attractions"
"Clearwater Beach, Florida","Beaches"
"Roosevelt Island, New York","Urban Attractions"
"Charles River Esplanade, Massachusetts","Urban Attractions"
"Echo Park Lake, California","Urban Attractions"
"Eastern Point Beach, Connecticut","Beaches"
"Charles River, Massachusetts","Urban Attractions"
"Gantry Plaza State Park, New York","Urban Attractions"
"Glen Canyon Dam Bridge, Arizona","Urban Attractions"
"Mojave National Preserve, California","Natural Attractions"
"New York Botanical Garden, New York","Urban Attractions"
"La Jolla Cove, California","Beaches"
"Coronado Beach, San Diego, California","Beaches"
"Midtown Miami Beach, Florida","Beaches"
"Santa Cruz Beach Boardwalk, California","Beaches"
"Riverfront Savannah, Georgia","Urban Attractions"
"Pacific Beach, San Diego, California","Beaches"
"Glacier National Park, Montana","Natural Attractions"
"San Francisco, Golden Gate Bridge, California","Urban Attractions"
"New York, Central Park, New York","Urban Attractions"
"Smith Rock State Park, Oregon","Natural Attractions"
"Lakewood, Mandan, North Dakota","Natural Attractions"
"Goosenecks State Park, Utah","Natural Attractions"
"The Brooklyn Bridge, New York","Urban Attractions"
"Minnewaska State Park, New York","Natural Attractions"
"Central Park Columbus Circle, New York","Urban Attractions"
"Lake Michigan, Michigan","Natural Attractions"
"Goblin Valley State Park, Utah","Natural Attractions"
"Capitol Reef National Park, Utah","Natural Attractions"
"Mount Washington State Park, New Hampshire","Natural Attractions"
"Lake Eola Park, Florida","Urban Attractions"
"Big Basin Redwoods State Park, California","Natural Attractions"
"New River Gorge Bridge, West Virginia","Urban Attractions"
"Jackson Lake, Wyoming","Natural Attractions"
"Grand Canyon West Rim, Arizona","Natural Attractions"
"Missouri River, Missouri","Natural Attractions"
"Sand Harbor Beach, Nevada","Beaches"
"Shoshone Falls State Park, Idaho","Natural Attractions"
"Peter's Point Beach, Florida","Beaches"
"Holland State Park, Michigan","Beaches"
"Lake Union Park, Washington","Urban Attractions"
"Lummus Park, Miami Beach, Florida","Beaches"
"McWay Falls, California","Natural Attractions"
"Hume Lake, California","Natural Attractions"
"Devil's Lake State Park, Wisconsin","Natural Attractions"
"Devil's Lake, Wisconsin","Natural Attractions"
"Muscle Beach, California","Beaches"
"Kings Canyon National Park, California","Natural Attractions"
"Monument Valley Campground, Arizona","Natural Attractions"
"Sunshine Skyway Bridge, Florida","Urban Attractions"
"Acadia National Park, Maine","Natural Attractions"
"Huntington Beach Pier, California","Beaches"
"Multnomah Falls, Oregon","Natural Attractions"
"Cedar Lake Beach, New York","Beaches"
"Mackinaw Bridge, Michigan","Urban Attractions"
"Central Park Columbus Circle NYC, New York","Urban Attractions"
"Marshall's Beach, California","Beaches"
"Watkins Glen State Park Gorge Trail, New York","Natural Attractions"
"Washington Square Park, New York","Urban Attractions"
"Humboldt Redwoods State Park, California","Natural Attractions"
"Trillium Lake, Oregon","Natural Attractions"
"Central Park the Pond, New York","Urban Attractions"
"Lake Champlain, Vermont","Natural Attractions"
"Delaware Memorial Bridge, Delaware","Urban Attractions"
"Lake DeSmet, Wyoming","Natural Attractions"
"Great Sand Dunes National Park, Colorado","Natural Attractions"
"Atlanta Botanical Garden, Georgia","Urban Attractions"
"Lake Mead, Nevada","Natural Attractions"
"360 Bridge at Lake Austin, Texas","Urban Attractions"
"Oakwood Beach Chicago, Illinois","Beaches"
"Black Canyon of the Gunnison National Park, Colorado","Natural Attractions"
"Crane Beach Ipswich, Massachusetts","Beaches"
"Yellowstone Lake, Wyoming","Natural Attractions"
"San Francisco Botanical Garden, California","Urban Attractions"
"South Beach, Florida","Beaches"
"Monument Valley State Park, Utah","Natural Attractions"
"Ediza Lake, California","Natural Attractions"
"Yosemite Westgate Lodge, California","Natural Attractions"
"Grand Canyon National Park, Arizona, USA","Natural Attractions"
"Falls Park on the Reedy River, South Carolina","Urban Attractions"
"Little Cultus Lake, Oregon","Natural Attractions"
"Eagle Point, Arizona","Natural Attractions"
"St. Johns Bridge, Oregon","Urban Attractions"
"Tahoe Lakeshore Lodge & Spa, California","Natural Attractions"
"American Falls, Idaho","Natural Attractions"
"Mesa Verde National Park, Colorado","Natural Attractions"
"Antelope Canyon Navajo Tours, Arizona","Natural Attractions"
"Yellowstone Falls, Wyoming","Natural Attractions"
"East Lake Tohopekaliga, Florida","Natural Attractions"
"Rainbow Springs State Park, Florida","Natural Attractions"
"La Jolla Shores Park And Beach, California","Beaches"
"Corolla Beach, North Carolina","Beaches"
"Goleta Beach, California","Beaches"
"Westgate Cocoa Beach Pier, Florida","Beaches"
"Lady Bird Lake, Texas","Urban Attractions"
"San Diego Beaches, California","Beaches"
"Saguaro National Park, Arizona","Natural Attractions"
"South Lake Tahoe, California","Natural Attractions"
"Rocky Creek Bridge, California","Urban Attractions"
"San Mateo-Hayward Bridge, California","Urban Attractions"
"The San Antonio River Walk, Texas","Urban Attractions"
"Bryant Park, New York","Urban Attractions"
"Residence Inn by Marriott Miami Beach South Beach, Florida","Beaches"
"Evanston Beach, Illinois","Beaches"
"View Hotel - Monument Valley, Arizona","Natural Attractions"
"Lake Charlevoix, Michigan","Natural Attractions"
"East River State Park, New York","Urban Attractions"
"Myrtle Beach Boardwalk, South Carolina","Beaches"
"China Cove Beach, California","Beaches"
"Range Pond State Park, Maine","Natural Attractions"
"Historic Navajo Bridge, Arizona","Urban Attractions"
"Paradise Cove Beach Cafe, California","Beaches"
"Mono Lake, California","Natural Attractions"
"Alki Beach Viewpoint, Washington","Beaches"
"Riverfront Park, South Carolina","Urban Attractions"
"Congress Bridge, Texas","Urban Attractions"
"Natural Bridges State Beach, California","Beaches"
"Panther Beach, California","Beaches"
"Bay Forest Beach, Delaware","Beaches"
"Phelps Lake Trail, Wyoming","Natural Attractions"
"Potomac River National Park, Washington D.C.","Natural Attractions"
"Grand Canyon USA, Arizona","Natural Attractions"
"Great Falls Park, Virginia","Natural Attractions"
"Havasu Falls, Arizona","Natural Attractions"
"Mirror Lake (California), California","Natural Attractions"
"Humbug Mountain State Park, Oregon","Natural Attractions"
"Columbia Rock Yosemite Falls Trail, California","Natural Attractions"
"Harvard Bridge, Massachusetts","Urban Attractions"
"Narada Falls, Washington","Natural Attractions"
"North Beach Park, Washington","Beaches"
"Lewisville Lake, Texas","Natural Attractions"
"Long Beach Island, New Jersey","Beaches"
"North Beach, San Francisco, California","Urban Attractions"
"Coronado Beach, San Diego, California","Beaches"
"Eagle Mountain Lake, Texas","Natural Attractions"
"Golden Gate Park, California","Urban Attractions"
"Calaveras Big Trees State Park, California","Natural Attractions"
"Trinidad State Beach, California","Beaches"
"Flathead Lake, Montana","Natural Attractions"
"Manhattan Beach Pier, California","Beaches"
"Ed Koch Queensboro Bridge, New York","Urban Attractions"
"Las Olas Blvd Beach, Florida","Beaches"
"Lake Buena Vista Resort Village & Spa, Florida","Beaches"
"Zuma Beach, California","Beaches"
"Universal's Cabana Bay Beach Resort, Florida","Beaches"
"Watkins Glen State Park, New York","Natural Attractions"
"Holiday Inn Miami Beach-Oceanfront, Florida","Beaches"
"Bodega South Beach, California","Beaches"
"South Beach Miami, Florida","Beaches"
"Mike O'Callaghan-Pat Tillman Memorial Bridge, Arizona","Urban Attractions"
"Moonshine Beach, Missouri","Beaches"
"Mount Diablo State Park, California","Natural Attractions"
"Lake Whitney, Texas","Natural Attractions"
"Riverchase Galleria, Alabama","Urban Attractions"
"Tipton Lakes Marina, Indiana","Natural Attractions"
"Redondo Beach Pier, California","Beaches"
"Detroit Riverfront, Michigan","Urban Attractions"
"Darwin Falls Wilderness, California","Natural Attractions"
"Yosemite Falls, Yosemite, California","Natural Attractions"
"Jedediah Smith Redwoods State Park, California","Natural Attractions"
"Gateway Arch National Park, Missouri","Urban Attractions"
"Olympic National Park, Washington","Natural Attractions"
"North Beach Park Racine, Wisconsin","Beaches"
"Franconia Notch State Park, New Hampshire","Natural Attractions"
"Lake Crescent, Washington","Natural Attractions"
"Sequoia National Park California, California","Natural Attractions"
"Rialto Beach, Washington","Beaches"
"Malibu Beaches, California","Beaches"
"Yosemite Falls, California","Natural Attractions"
"Naples Pier Beach, Florida","Beaches"
"Naples Beach, Florida","Beaches"
"Point State Park, Pennsylvania","Urban Attractions"
"Glacier Point, California","Natural Attractions"
"Matthaei Botanical Gardens, Michigan","Urban Attractions"
"Virginia Beach Oceanfront, Virginia","Beaches"
"Thornton State Beach, California","Beaches"
"Eno River, North Carolina","Natural Attractions"
"Loews Miami Beach Hotel, Florida","Beaches"
"Chapman Falls, Connecticut","Natural Attractions"
"Brooklyn Botanic Garden, New York","Urban Attractions"
"Pacific Beach, California","Beaches"
"Memphis, Tennessee. Mississippi River, Tennessee","Urban Attractions"
"Anastasia State Park, Florida","Natural Attractions"
"Lake Washington, Washington","Natural Attractions"
"Dallas Arboretum and Botanical Garden, Texas","Urban Attractions"
"Ebell Long Beach, California","Beaches"
"River Walk, Texas","Urban Attractions"
"Annadel State Park, California","Natural Attractions"
"Dead Horse Point State Park, Utah","Natural Attractions"
"Anna Ruby Falls, Georgia","Natural Attractions"
"Fontainebleau Miami Beach, Florida","Beaches"
"Village/Big Bear Lake, California","Natural Attractions"
"Tacoma Narrows Bridge (1940), Washington","Urban Attractions"
"Pebble Beach 17 Mile Drive, California","Natural Attractions"
"Missouri Botanical Garden, Missouri","Urban Attractions"
"John A. Roebling Suspension Bridge, Ohio","Urban Attractions"
"Lake Tohopekaliga, Florida","Natural Attractions"
"North Lake Tahoe, California","Natural Attractions"
"Rainbow Bridge National Monument, Utah","Natural Attractions"
"Ben Franklin Bridge, Pennsylvania","Urban Attractions"
"Julia Pfeiffer Burns State Park, California","Natural Attractions"
"Blackwater Falls State Park, West Virginia","Natural Attractions"
"Mississippi River, Louisiana","Natural Attractions"
"Balboa Pier, Newport Beach, California","Beaches"
"Dry Tortugas National Park, Florida","Natural Attractions"
"San Francisco Bay Bridge, California","Urban Attractions"
"El Mirage Lake, California","Natural Attractions"
"Santa Monica State Beach, California","Beaches"
"Lovers Key State Park, Florida","Natural Attractions"
"Boomer Lake, Oklahoma","Natural Attractions"
"Lincoln Road, South Beach, Miami, Florida","Beaches"
"Robert H. Meyer Memorial State Beach, California","Beaches"
"Chain O'Lakes, Wisconsin","Natural Attractions"
"Riverwalk San Antonio Texas, Texas","Urban Attractions"
"Key Biscayne - Crandon Beach, Florida","Beaches"
"Great Smoky Mountains National Park, Tennessee","Natural Attractions"
"Topaz Lake Park, Nevada","Natural Attractions"
"Lake Baldwin, Florida","Natural Attractions"
"Holiday Inn Grand Canyon, Arizona","Natural Attractions"
"Central Park, New York City, New York","Urban Attractions"
"Mono Lake Tufa State Natural Reserve, California","Natural Attractions"
"North Cascades National Park, Washington","Natural Attractions"
"Ocean Beach, San Diego, California","Beaches"
"Liberty State Park, New Jersey","Urban Attractions"
"Pacifica State Beach, California","Beaches"
"Santa Monica Beach - Los Angeles - California, California","Beaches"
"Hard Rock Cafe Niagara Falls, USA, New York","Urban Attractions"
"Zilker Botanical Garden, Texas","Urban Attractions"
"Bellagio Conservatory & Botanical Garden, Nevada","Urban Attractions"
"Coronado Beach, San Diego, California","Beaches"
"Eldorado Canyon State Park, Colorado","Natural Attractions"
"Pedernales Falls State Park, Texas","Natural Attractions"
"Coral Pink Sand Dunes State Park, Utah","Natural Attractions"
"Williamsburg Bridge, New York","Urban Attractions"
"Lake Dardanelle State Park, Arkansas","Natural Attractions"
"San Carlos Beach, California","Beaches"
"Pedernales River, Texas","Natural Attractions"
"Hopkinton State Park, Massachusetts","Natural Attractions"
"Silver Springs State Park, Florida","Natural Attractions"
"Lake Travis, Texas","Natural Attractions"
"Lake Mead National Recreation Area, Nevada","Natural Attractions"
"Siesta Key Beach, Florida","Beaches"
"Convict Lake, California","Natural Attractions"
"Tomoka State Park, Florida","Natural Attractions"
"Horseshoe Bend, Page, Arizona","Natural Attractions"
"Ocean Drive, Miami Beach, USA, Florida","Beaches"
"Lake Norman, North Carolina","Natural Attractions"
"Lake Tahoe - Nevada State Park, Nevada","Natural Attractions"
"Yosemite Valley Lodge, California","Natural Attractions"
"Russian River, California","Natural Attractions"
"Mississippi River Bridge, Louisiana","Urban Attractions"
"Venice Municipal Beach, Florida","Beaches"
"Pennybacker Bridge, Texas","Urban Attractions"
"Sonoma Coast State Park, California","Natural Attractions"
"Fort Myers Beach Pier, Florida","Beaches"
"Lake Artemesia, Maryland","Natural Attractions"
"W Chicago - Lakeshore, Illinois","Urban Attractions"
"Lady Bird Lake Hike and Bike Trail, Texas","Urban Attractions"
"Tioga Lake, California","Natural Attractions"
"Ocean Beach, San Francisco, California","Beaches"
"Pebble Beach Carmel, California","Beaches"
"Washington Oaks Gardens State Park, Florida","Natural Attractions"
"New Melones Lake, California","Natural Attractions"
"Castleton Bridge, New York","Urban Attractions"
"Fort Snelling State Park, Minnesota","Natural Attractions"
"Muir Woods National Park, California","Natural Attractions"
"Lower Yosemite Fall, California","Natural Attractions"
"Starlight Lake, California","Natural Attractions"
"Pinnacles National Park, California","Natural Attractions"
"Lake Quinault, Washington","Natural Attractions"
"Kern County Lake Isabella, California","Natural Attractions"
"Riverside Park Promenade, New York","Urban Attractions"
"Crater Lake National Park, Oregon","Natural Attractions"
"Hoboken Riverside Park, New Jersey","Urban Attractions"
"Tioga Lodge at Mono Lake, California","Natural Attractions"
"Mission Beach San Diego, CA, America","Beaches"
"Navajo Bridge Interpretive Center, Arizona","Urban Attractions"
"Diablo Lake, Washington","Natural Attractions"
"Rasar State Park, Washington","Natural Attractions"
"Rock Creek Lake, California","Natural Attractions"
"The Redondo Beach Hotel, California","Beaches"
"Cedar River (Iowa River), Iowa","Natural Attractions"
"Lake Union, Washington","Urban Attractions"
"Sand City Beach, California","Beaches"
"Grand Canyon West Arizona, Arizona","Natural Attractions"
"Lake Palmdale, California","Natural Attractions"
"Hanging Lake, Colorado","Natural Attractions"
"Lake Sammamish State Park, Washington","Natural Attractions"
"River, Michigan","Natural Attractions"
"Surfrider Beach, California","Beaches"
"Henry Cowell Redwoods State Park, California","Natural Attractions"
"Grand Lake Marina, Colorado","Natural Attractions"
"Ducky Beach, North Carolina","Beaches"
"Seaside Heights Beach & Boardwalk, New Jersey","Beaches"
"Carmel Beach CA, California","Beaches"
"Jordanelle State Park, Utah","Natural Attractions"
"Adventurous Antelope Canyon Tours, Arizona","Natural Attractions"
"Big Bend National Park, Texas","Natural Attractions"
"Humarock Beach/4th Cliff, Massachusetts","Beaches"
"Grand Canyon Of Colorado, Colorado","Natural Attractions"
"Silver Lake Michigan ~ Dunes, Michigan","Natural Attractions"
"Crowley Lake, California","Natural Attractions"
"Tower Bridge (California), California","Urban Attractions"
"Salt Lake Temple, Utah","Urban Attractions"
"Capitol Hill (Salt Lake City), Utah","Urban Attractions"
"Sand Key Beach, Florida","Beaches"
"Ruby River, Montana","Natural Attractions"
"San Simeon Beach State Park, California","Beaches"
"Coronado Central Beach, California","Beaches"
"Spouting Horn Beach Park, Hawaii","Beaches"
"Amtrak Susquehanna River Bridge, Pennsylvania","Urban Attractions"
"Riverside Park (Manhattan), New York","Urban Attractions"
"Sunset Beach (Oahu), Hawaii","Beaches"
"Vero Beach, Ocean Drive, Florida","Beaches"
"Northeast Cape Fear River, North Carolina","Natural Attractions"
"Denali National Park and Preserve, Alaska","Natural Attractions"
"Savannah Riverfront, Georgia","Urban Attractions"
"Talmadge Memorial Bridge, Georgia","Urban Attractions"
"Savannah River, Georgia","Natural Attractions"
"Hammonasset Beach State Park, Connecticut","Beaches"
"Seacrest Beach Florida, Florida","Beaches"
"Bear Lake (Colorado), Colorado","Natural Attractions"
"South Pacific Beach, San Diego, California","Beaches"
"Lake Nona, Florida","Natural Attractions"
"Mendocino Coast Botanical Gardens, California","Urban Attractions"
"Grand Canyon West Airport, Arizona","Natural Attractions"
"Badlands National Park, South Dakota","Natural Attractions"
"Kings River Outfitters, Arkansas","Natural Attractions"
"W South Beach, Florida","Beaches"
"Malibu Beach - Malibu, CA, California","Beaches"
"Royal Gorge Bridge & Park, Colorado","Urban Attractions"
"Hearst San Simeon State Park, California","Natural Attractions"
"San Francisco Golden Gate Bridge, California","Urban Attractions"
"Mushroom Rock State Park, Kansas","Natural Attractions"
"Mono Lake, Ca, California","Natural Attractions"
"McDonald Falls, Montana","Natural Attractions"
"Riverpark, California","Urban Attractions"
"Miami South Beach, Florida","Beaches"
"Mission Beach Park, California","Beaches"
"Redondo Beach Performing Arts Center, California","Urban Attractions"
"Coney Island Beach, New York","Beaches"
"Clear Lake (Linn County, Oregon), Oregon","Natural Attractions"
"Indianapolis White River Canal, Indiana","Urban Attractions"
"Brooklyn Bridge, NYC, New York","Urban Attractions"
"Sloan Lake, Colorado","Natural Attractions"
"Sammamish River Trail, Washington","Natural Attractions"
"Towne Lake, Texas","Natural Attractions"
"Lake Shore Drive, Illinois","Urban Attractions"
"Multnomah Falls, Portland, Oregon, Oregon","Natural Attractions"
"Castle Rock State Park, California","Natural Attractions"
"Huntington Dog Beach, California","Beaches"
"Moss Beach Distillery, California","Beaches"
"Twin Lakes (Mono County, California), California","Natural Attractions"
"Brooklyn Bridge Promenade, New York","Urban Attractions"
"Venice City Beach, California","Beaches"
"Kentucky River, Kentucky","Natural Attractions"
"Crater Lake, Oregon","Natural Attractions"
"Tempe Town Lake, Arizona","Natural Attractions"
"Jacksonville Beach Pier, Florida","Beaches"
"Bay Bridge, California","Urban Attractions"
"Central Park West, NYC, New York","Urban Attractions"
"Lavon Lake, Texas","Natural Attractions"
"Central Park, NYC, New York","Urban Attractions"
"Zuma Beach, Malibu, California","Beaches"
"El Matador Beach  Malibu California, California","Beaches"
"Soho Beach House, New York","Urban Attractions"
"La Jolla Cove Beach, California","Beaches"
"Yosemite National Park, California, USA, California","Natural Attractions"
"Brighton Beach, New York","Beaches"
"Hudson River, NYC, New York","Urban Attractions"
"Encore Beach Club, Nevada","Beaches"
"New York City Central Park, New York","Urban Attractions"
"Long Key State Park, Florida","Natural Attractions"
"Chatham Beach, Cape Cod, MA, Massachusetts","Beaches"
"Lincoln Road - Miami Beach, Florida","Beaches"
"The Grand Canyon, Arizona","Natural Attractions"
"Dockweiler State Beach, California","Beaches"
